PartCode,OrganizationKey,ItemDescription,EuropumpBubbleNumber
31214230-LKP,1,BALL SECTOR 878 E 2520 1.4408 CHRO,0
400004388,1,RING,0
400004390,1,RING,0
40000446,5,model scrapped 92  EN-JL1040 - EN 1561 (0.6025),0
40000453,5,shaft seal casing r.p. 250.038.000 EN-JL1040 - EN 1561 (0.6025),0
40000456F,1,RING,0
40000458,5,model scrapped MODELL VERSCHROTTET 1993 EN-JL1040 - EN 1561 (0.6025),0
40000463,5,shaft seal casing r.p. 251.325.010 EN-JS1050 - EN 1563 (0.7050),0
400004630,1,RING,0
400004700,1,RING,0
40000471,5,model scrapped 260424038 1.0619 - EN 10213,0
4024482150,1,GENERAL PART,0
4024482170,1,GENERAL PART,0
4024482240,1,GENERAL PART,0
4024482260,1,GENERAL PART,0
4024482270,1,GENERAL PART,0
4024482360,1,GENERAL PART,0
4022717900,1,DIFFUSORE PVML 30.20.20.30GM SPEC.X COMMESSA A516-GR.70,0
4022717940,1,DIFFUSORE PVML 25.08.08.20FM SPEC.X COMMESSA A182-F316,0
4022718080,1,DIFFUSORE PVML 35.08.08.35F SPEC.X COMMESSA A516-GR.70,0
4022718090,1,DIFFUSORE PVML 35.08.08.35F SPEC.X COMMESSA A516-GR.70,0
4022718100,1,DIFFUSORE PVML 35.20.20.35Y4 SPEC.X COMMESSA A516-GR.70,0
4022718110,1,DIFFUSORE PVML 25.08.08.25F SPEC.X COMMESSA A516-GR.70,0
3GKN060,1,NULL,0
3GKNL030M,1,NULL,0
3GKNL080,1,NULL,0
3GKNL098M,1,NULL,0
3GKSN040,1,NULL,0
3GLOENGR_1016231_2,1,3GAF GLOUCESTER ENGR PUMP,0
3GR^443320^0010,1,ROTARY GEAR PUMP BARESHAFT,0
3N72368DX,1,NULL,0
3N72375GR,1,NULL,0
3N72413NL,1,NULL,0
3N72459KGP,1,NULL,0
3N72468NC,1,NULL,0
3N72503UA,1,NULL,0
3N72521DB,1,NULL,0
380227,1,NULL,0
380232,1,NULL,0
38023700,1,STUFFING BOX,0
38023800,1,PEDESTAL BASE,0
380243-BASE,1,NULL,0
38025200,1,CASING RINGS,0
380277,1,NULL,0
4075644,1,"WEAR RING,IMPELLER 7.750",0
407567-M,1,NULL,0
4075717,1,"IMPELLER,MSN-A 11.250",0
4075835,1,"SLEEVE,SHAFT 1.094",0
4075868,1,SLEEVE SHAFT INTMD 3.875,0
31214231-LKP,1,BALL SECTOR 878 E 2520 1.4470 CHRO,0
31214294-LKP,1,BALL SECTOR 87D E 150 1.4470 CHRO,0
31214590-LKP,1,BODY 8784EF 010 1.4408,0
31215790-LKP,1,BALL SECTOR 878 E 2505 1.4408 CHRO,0
3.12161E+11,1,INTERMEDIATE STAGE,0
31216934-LKP,1,BALL SECTOR 87D E 100 1.4470 CHNI,0
4022607580,1,BALANCE DRUM,0
4022607690,1,BALANCE STAGEPIECE A276-420 HARDNESS 38-42 HRC,0
4022607700,1,BALANCE STAGEPIECE A276-420 HARDNESS 38-42 HRC,0
4022607730,1,BALANCE STAGEPIECE A276-420 HARDNESS 38-42 HRC,0
4022614350,1,DISCO BIL. UNS-S32550+RIP.,0
4022614370,1,DISCO BILANC.A473-410,0
34958800700,1,UNIAO 1.1/2SW FORJ 3000#,0
349590,1,NULL,0
34959300301,1,UNIAO MACH/FEM 1 NPT,0
34962100103,1,VALVULA SOLE2VI 24VCC PE,0
34962101408,1,VALVULA SOLE2VI 110VCC UG,0
34962200418,1,VALVULA SOLE2VI 110VCA UG,0
34962200819,1,VALVULA SOLE2VI 220VCA PE,0
400004710,1,RING,0
400004720,1,RING,0
40000476,5,shaft seal casing r.p. 260432039 1.0619 - EN 10213,0
400004790,1,RING,0
40000481,5,model scrapped 0.6025 EN-JL1040 - EN 1561 (0.6025),0
400004921,1,RING,0
400004953,1,RING,0
40000496,1,base plate r.p.,0
40000498,5,model scrapped 0.6020 EN-JL1040 - EN 1561 (0.6025),0
40000499,5,base plate r.p.  EN-JL1040 - EN 1561 (0.6025),0
400004990,1,RING,0
40000505,5,base plate r.p.  EN-JL1040 - EN 1561 (0.6025),0
4024482410,1,GENERAL PART,0
4024482530,1,GENERAL PART,0
4024482600,1,GENERAL PART,0
4024482650,1,GENERAL PART,0
4024482870,1,GENERAL PART,0
4024483620,1,GENERAL PART,0
3GRWSTD,1,3GRW-PEL-STD,0
3GSSM0D0-ML,1,"3 GSS,SEAL,CARB BRG",0
3GT6F,1,PATTERN,0
3GZF102716-P,1,TERMINAL PARTS,0
3GZF234010-206,1,BEARING DE & NDE,0
3GZF234090-313,1,DEEP GROVE BALL BEARING,0
4022718230,1,DIFFUSORE PHL 25.15.10.20Y1 SPEC.X COMMESSA A182-F316L,0
4022718270,1,DIFFUSORE PVML 35.15.10.35FS SPEC.X COMMESSA A350-LF2,0
4022718360,1,DIFFUSORE PHL 40.10.08.40F SPEC.X COMMESSA A182-F6NM,0
4022743,1,SLEEVE SHAFT INTMD 4.562,0
4022750090,1,DIFFUSER,0
4022750130,1,DIFFUSER,0
3N72565DB,1,NULL,0
3N72652YO,1,NULL,0
3N72684DB,1,NULL,0
3N72875DX,1,NULL,0
3N72886DB,1,NULL,0
3N72939XX13,1,NULL,0
3N73006NC,1,NULL,0
312170SA,1,CUBIERTA DE GSJH,0
31217470-LKP,1,BODY MAIN 88872 10C 1.4408,0
312179CC,1,EJE DE BOMBA,0
312193BG,1,EJE DE BOMBA,0
312207ZZ-NAN,1,NULL,0
3122199-9-LKP,1,BODY COVER 88649. 0003 WCB,0
3122209-9-LKP,1,BODY COVER 8867..-01.5 WCB,0
4075894,1,BUSHING THROTTLE 1.500,0
4075903,1,"SLEEVE,SHAFT,INTMD 2.500",0
407591-T,1,NULL,0
4075934,1,CASTING IMPELLER,0
4075938,1,"IMPELLER,VCD-A 9.250",0
380294,1,NULL,0
380294-BM02A,1,"SELO MEC. LS-300 1.125"" (DC 5049100021)",0
380294-BMDOW,1,"380294 - SELO MEC. LS-300 1,125"" (DC 5049100021)",0
38031-GS,1,NULL,0
380329,1,NULL,0
38034-BASE,1,NULL,0
380344,1,NULL,0
34962700602,1,VALVULA SOLE2VI 110VCA NA,0
34963000200,1,VALVULA S/ DESGARREGADOR,0
34963000800,1,VALVULA DES 164R1,0
34963100400,1,VALVULA SUC.164R1,0
349641,1,NULL,0
34964800101,1,VALVULA SEGURANCA 3/4X1NPT-140PSI,0
34965100401,1,VALVULA ESF 3/4 SW,0
4022614410,1,BALANCE DRUM,0
4022614580,1,BALANCE DRUM,0
4022626,1,"BEARING HOUSING CAST, MAT. ASTM A216 Gr WCB, FPD C3009, PATT. 2613-F1, DWG. 3B-2419-1, REV. K",0
4022656010,1,BUSS.LAB.A276-410+NITR.ION,0
4022656050,1,CAMICIA BADERNA 120.5/104.5X176.5 AI.316L,0
4022690,1,"IMPELLER,TC 11.125",0
4024483940,1,GENERAL PART,0
4024483970,1,GENERAL PART,0
4024483980,1,GENERAL PART,0
4024484120,1,GENERAL PART,0
4024484160,1,GENERAL PART,0
4024484200,1,GENERAL PART,0
40000514,5,stool r.p.  EN-JL1040 - EN 1561 (0.6025),0
400005235,1,RING,0
40000527,5,stool r.p. 275.310.000 EN-JL1040 - EN 1561 (0.6025),0
40000528,5,stool r.p. X EN-JL1040 - EN 1561 (0.6025),0
40000529,1,stool r.p.,0
4000053,1,CASTING-CASE SEP RING,0
3GZF234094-315,1,DEEP GROVE BALL BEARING,0
3GZF234102-319,1,BEARING DE,0
3GZF264730-78,1,GAMMA RING,0
3GZF264730-91,1,V-RING,0
3GZF304113-31,1,COOLING FAN PLASTIC,0
4022760251,1,DIFFUSER,0
4022766,1,LOWER CASING  - CSTG,0
4022800011,1,IMPELLER,0
4022800100,1,IMPELLER,0
4022800110,1,IMPELLER,0
4022800120,1,IMPELLER,0
4075960,1,"STUD,CONT .625X 5.500",0
407599,1,NULL,0
4076,1,50-250M PUMP ASSEMBLY 3KW 4 POLE,0
4076019,1,"IMPELLER,MSNM 10.625",0
407601FV,1,CAJA SJ,0
4076037,1,"SLEEVE,SHAFT 1.781",0
3N73021DB,1,NULL,0
3N73031NC,1,NULL,0
3N73053X239,1,NULL,0
3N73055NC,1,NULL,0
3N73077X507-RP,1,SLEEVE UNS S20910 (NITRONIC 50),0
3N73142DB,1,NULL,0
3N73160FJ,1,NULL,0
380354,1,NULL,0
380356,1,NULL,0
38035900,1,NUT IMP,0
380376,1,NULL,0
380380-T,1,NULL,0
380393-BASE,1,NULL,0
380395,1,NULL,0
34965300101,1,"VALVULA GLOBO 125# 2""FF",0
34965600105,1,"VALVULA GAV 2"" 150#",0
34965900102,1,"VALVULA ESF 3VI 2"" 150#",0
34966108413,1,VALVULA GLOBO 3/4RF-150,0
349662-ETG,1,"STEM,DRAWING 588885,ASTM A182 F51",0
34966202508,1,"VALVULA TOPO 150# 2""",0
34966500100,1,VALVULA ALIVIO (BLOW DOWN) 1/4NPT,0
40227-G,1,NULL,0
4022700140,1,DIFFUSER,0
4022700250,1,DIFFUSER,0
4022700280,1,DIFFUSER,0
4022700310,1,DIFFUSER,0
4022700450,1,DIFFUSER,0
4022700550,1,DIFFUSER,0
4024484210,1,GENERAL PART,0
4024484340,1,KEY,0
4024484390,1,GENERAL PART,0
4024484540,1,GENERAL PART,0
4024484700,1,KEY,0
4024484740,1,SPACER RING,0
3GZV234004R2066206-2Z/C3,1,BEARING,0
3GZV244010R7,1,GREASE SLING DISC - DE,0
3H-----DB,1,NULL,0
3H12348DB,1,NULL,0
3H12658DB,1,NULL,0
3H12814DB,1,NULL,0
4022800260,1,IMPELLER,0
4022800390,1,IMPELLER,0
4022800530-GZ-ZQ,1,"IMPELLER, MAT. A487 GR. CA6NM/B, 4HPX15A, MAT. FPD C3033, DWG. DDM900361",2200
4022800710,1,IMPELLER,0
4022800730,1,IMPELLER,0
4022800890,1,IMPELLER,0
40761-G,1,NULL,0
4076112,1,"RING,OIL",0
4076121,1,WEAR RING IMPELLER 4.000,0
4076174,1,HEX STOCK,0
407623-BASE,1,NULL,0
4076236,1,CASE (DRAIN ONLY),0
3N73195DB,1,NULL,0
3N73242DB,1,NULL,0
3N73281DX,1,NULL,0
3N73285GR,1,NULL,0
3N73287DB,1,NULL,0
3N73303DB,1,NULL,0
3N73395DB,1,NULL,0
40000535A,1,RING,0
40000540,5,model scrapped 0.6025 EN-JL1040 - EN 1561 (0.6025),0
400005400,1,RING,0
40000543,5,stool r.p.  EN-JL1040 - EN 1561 (0.6025),0
40000546,5,model scrapped 92  EN-JL1040 - EN 1561 (0.6025),0
40000549,5,model scrapped 92  EN-JL1040 - EN 1561 (0.6025),0
38039600,1,CASING,1100
380411-SP,1,NULL,0
380413-SP-G1,1,NULL,0
380413-T,1,NULL,0
380415,1,NULL,0
380416,1,NULL,0
38042500,1,PED 7.69,0
3122211-11-LKP,1,BODY COVER 88.7..-0002 CF8M,0
3122214-10-LKP,1,BODY MAIN 88679. 0004 WCC,0
3122217-9-LKP,1,BODY COVER 8867. 006 WCB,0
3122218-1-LKP,1,BODY MAIN 88879. 0008 1.4408,0
3122226-9-LKP,1,BODY MAIN 8864KF 006 WCB,0
3122322-3-LKP,1,BODY COVER 8882/3..-0100 CG8M,0
34966600702,1,VALVULA RET 1.1/2SW 800#,0
34966700401,1,VALVULA GAV 3/4NPT 800#,0
34966900201,1,VALVULA GAV 3/4NPT 800#,0
34967000903,1,VALVULA GLOBO 1 NPT,0
34967001302,1,VALVULA GLOBO 1.1/2 NPT,0
34967001303,1,VALVULA GLOBO 1.1/2 NPT,0
34967600302,1,VALVULA RETENCAO TUBO 6.4,0
4022700780,1,DIFFUSER,0
4022700960,1,DIFFUSER,0
4022701030,1,DIFFUSER,0
4022701120,1,DIFFUSER,0
4022701230,1,DIFFUSER,0
4022701320,1,DIFFUSER,0
4024484790,1,GENERAL PART,0
4024484830,1,GENERAL PART,0
4024484920,1,GENERAL PART,0
4024484970,1,KEY,0
4024485060,1,COMPASS GENERAL PART ACC.A276-4140,0
4024485260,1,GENERAL PART,0
3H12821DB,1,NULL,0
3H12830DB,1,NULL,0
3H13122DB,1,NULL,0
3H13402DB,1,NULL,0
3H13405DB,1,NULL,0
3H13966DB,1,NULL,0
3H14299DB,1,NULL,0
4022800930,1,IMPELLER,0
4022801260,1,IMPELLER,0
4022801350,1,IMPELLER,0
4022801450,1,IMPELLER,0
4022801470,1,IMPELLER,0
4022801870,1,IMPELLER,0
4076260,1,IMPELLER,0
4076261,1,WEAR RING IMPELLER 3.750,0
4076275,1,"IMPELLER, 13.375 CSTG",0
4076287,1,CASE,0
4076378,1,COVER (NO LANTERN RING TA,0
3122335-7-LKP,1,BODY COVER 8886..-0080 CK3MCuN,0
3122335-9-LKP,1,BODY COVER 8866..-0080 WCB,0
3122339-5-LKP,1,BODY COVER 8886. 150 CF3M,0
3122345-11-LKP,1,BODY COVER 8886..-0100 CF8M,0
3122366-9-LKP,1,BODY MAIN 8867KF 002 WCB,0
3122369-12-LKP,1,"BODY MAIN 8867KF 006 WCB, NACE",0
400005490,1,RING,0
400005640,1,RING,0
40000570,5,stool r.p. L207.325.002 EN-JL1040 - EN 1561 (0.6025),0
40000571C,1,RING,0
400005760,1,RING,0
40000582,5,stool r.p.  EN-JL1040 - EN 1561 (0.6025),0
380428-M,1,NULL,0
380450,1,NULL,0
380490,1,NULL,0
380498-G,1,NULL,0
380530,1,NULL,0
380569-T,1,NULL,0
380581,1,NULL,0
4022701520,1,DIFFUSER,0
4022701570,1,DIFFUSER,0
4022701590,1,DIFFUSER,0
4022701730,1,DIFFUSER,0
4022701750,1,DIFFUSER,0
4022701890,1,"INNER COVER, MAT. A240 TP 410, FPD D3045, (12WM490AX13) DWG.DDM175648",1410
34967901302,1,VALVULA GLOBO 1/2SE 800#,0
34967902902,1,"VALVULA GLOBO 1""SE 800#",0
34968000600,1,VALVULA REG PRES 1/4NPT,0
34968200200,1,VALVULA GAVETA 3/8 BSP,0
34968300501,1,USAR 3.4.9687.007.01,0
34968700500,1,VALVULA RETENCAO 1 NPT,0
34968901300,1,VALVULA SEG SENTIN 90PSI,0
3N73411DB,1,NULL,0
3N73431GE,1,NULL,0
3N73508DB,1,NULL,0
3N73520DB,1,NULL,0
3N73572DB,1,NULL,0
3N73652NL,1,NULL,0
3N73684DB,1,NULL,0
4024485340,1,GENERAL PART,0
4024485870,1,IMPELLER KEY,0
4024487030,1,GENERAL PART,0
4024487070,1,IMPELLER KEY,0
4024487410,1,GENERAL PART,0
4024487470,1,GENERAL PART,0
4076394,1,"SLEEVE,SHAFT 2.375RH",0
407647PS2,1,NULL,0
4076484,1,"BUSHING,THROAT",0
4076502,1,SLEEVE SHAFT INTMD 6.000,0
4076513,1,"SCREW,HEX .375X 3.000",0
407655-003,1,NULL,0
3H14303DB,1,NULL,0
3H14392DB,1,NULL,0
3H14538DB,1,NULL,0
3H15017DB,1,NULL,0
3H15346DB-Q1,1,NULL,0
3H15773DB,1,NULL,0
3H15813DB,1,NULL,0
4022801890,1,IMPELLER,0
4022801990,1,IMPELLER,0
4022802070,1,IMPELLER,0
4022802120,1,IMPELLER,0
4022802160,1,IMPELLER,0
4022802170,1,IMPELLER,0
400005890,1,RING,0
400005910,1,RING,0
40000595,5,coupling-half r.p.  EN-JL1040 - EN 1561 (0.6025),0
40000612,5,coupling-half r.p.  EN-JL1040 - EN 1561 (0.6025),0
400006140,1,RING,0
3122393-7-LKP,1,BODY MAIN 8886KF 80 CK3MCuN,0
312239KY,1,EJE DE BOMBA,0
3122457-11-LKP,1,BODY MAIN 8883KF 150 CF8M,0
3122622-1-LKP,1,"BODY COVER,DN300, PN16,EN 10213 1.4408 / ASTM A351 Gr. CF8M",0
3122643-11-LKP,1,BODY MAIN 8883.F-0250 CF8M,0
3122675-1-LKP,1,BODY COVER 8886KW -0025 CF8M,0
380583,1,NULL,0
380587,1,NULL,0
38059-BASE,1,NULL,0
38063110,1,RING IMPLR,0
38063200,1,WEARING RING,0
380638,1,NULL,0
38064,1,NULL,0
4022702030,1,DIFFUSER,0
4022702040,1,DIFFUSER,0
4022702070,1,DIFFUSER,0
4022702190,1,DIFFUSER,0
4022702330,1,DIFFUSER,0
4022702340,1,DIFFUSER,0
4024487550,1,KEY,0
4024488030,1,GENERAL PART,0
4024488120,1,KEY,0
4024488220,1,GENERAL PART,0
4024488400,1,GENERAL PART,0
4024488470,1,GENERAL PART,0
34969100401,1,VALVULA ALIVIO 1 NPT,0
34969400100,1,VALVULA TERMOST 3/4 CMC,0
34970000500,1,VALVULA ESF 1 1/2 WN 150,0
349707,1,NULL,0
349708,1,NULL,0
349711-BASE,1,NULL,0
34974100600,1,VENTILADOR 4 PALHETAS,0
3N73696DB,1,NULL,0
3N73731DB,1,NULL,0
3N73734DB,1,NULL,0
3N73779DB,1,NULL,0
3N73885DB-Q1,1,NULL,0
3N73912DB,1,NULL,0
3N73926FJ,1,NULL,0
4076577,1,IMPELLER DVS 30.000,0
4076604,1,IMPELLER TC 18.500,0
407661,1,NULL,0
407667-BASE-Q1,1,NULL,0
407672-BASE,1,NULL,0
407673-BASE-Q1,1,NULL,0
4076754,1,"FLANGE,THDD RF   .750",0
3H16884DB,1,NULL,0
3H16934HQ,1,NULL,0
3H17456DB,1,NULL,0
3H18654NC,1,NULL,0
3H18983DB,1,NULL,0
3H19649DB,1,NULL,0
3H19788DB,1,NULL,0
40000618,5,bearing bracket r.p.  EN-JL1040 - EN 1561 (0.6025),0
40000626,5,model scrapped 92  EN-JL1040 - EN 1561 (0.6025),0
400006370,1,RING,0
400006371,1,RING,0
400006471,1,RING,0
3122684-1-LKP,1,BODY 85D..S-0025 1.4470 INVEST,0
3122690-11-LKP,1,BODY 858..S-0150 CF8M INVEST,0
3122763-11-LKP,1,BALL SECTOR 858...-0065 CF8M CHRO,0
3122764-11-LKP,1,BALL SECTOR 858...-0080 CF8M CHRO,0
31227ER,1,CAJA SCE 3X4X13L MOD 31227 PL 341886 MAT :ER,0
312302DB,1,"SHAFT PUMP, MAT. A276 TP316 FPD D3176, DWG 312302 REV B",0
4022802210,1,"IMPELLER, MAT. A487 GR. CA6NM/B, FPD C3033, DWG. DDM900611",0
4022802300,1,IMPELLER,0
4022802330,1,IMPELLER,0
4022802430,1,IMPELLER,0
4022802510,1,IMPELLER,0
4022803090,1,IMPELLER,0
4022702460,1,DIFFUSER,0
4022702580,1,DIFFUSER,0
4022702780,1,DIFFUSER,0
4022702800,1,DIFFUSER,0
4022702920,1,DIFFUSER,0
4022702990,1,DIFFUSER,0
38064300,1,FILLING PLATE,0
38064500,1,SFT SLV,0
380647,1,NULL,0
38065300,1,"RING CSG SGL 5LR10,13,16",0
380703,1,NULL,0
380741-G,1,NULL,0
380779,1,NULL,0
4024488640,1,KEY,0
4024488750,1,RING,0
4024488810,1,COOLING INSERT,0
4024488850,1,GENERAL PART,0
4024488870,1,GENERAL PART,0
4024489120,1,ADAPTER FOR COOLING PIPE,0
349776,1,NULL,0
349778-RP,1,NULL,0
34980000101,1,VIBROSTATO 366A8,0
34980000901,1,VIBROSTATO 366,0
34982129,1,NULL,0
349822,1,NULL,0
34982302,1,LINING,0
3N73978X239,1,NULL,0
3N74057DB,1,NULL,0
3N74057NL,1,NULL,0
3N74068DB,1,NULL,0
3N74117DB,1,NULL,0
3N74179DB,1,NULL,0
3N74263FJ,1,NULL,0
4076759,1,WEAR RING IMPELLER 7.625,0
4076801,1,"BRACKET,BEARING,THR CSTG",0
4076816,1,"BUSHING,THROAT 2.500",0
4076824,1,"WEAR RING,CASE 8.750",0
407684,1,NULL,0
400006490,1,RING,0
40000655,5,bearing bracket r.p.  EN-JS1025 - EN 1563 (0.7043),0
40000660,5,bearing bracket r.p.  EN-JL1040 - EN 1561 (0.6025),0
40000667,5,bearing bracket r.p.  EN-JL1040 - EN 1561 (0.6025),0
40000675,5,model scrapped MODELL VERSCHROTTET 1991 EN-JL1040 - EN 1561 (0.6025),0
40000676,5,flange r.p.  EN-JL1040 - EN 1561 (0.6025),0
4022803100,1,IMPELLER,0
4022803320,1,IMPELLER,0
4022803460,1,IMPELLER,0
4022803470,1,IMPELLER,0
4022803680,1,IMPELLER,0
4022803750,1,IMPELLER,0
312322.999.000,1,ATUADOR VL-300ES 3.38 SPUD 5 STROKE,0
312330-GS,1,NULL,0
3123SC,1,BUJE REF. 015 Ø245 X Ø285 X 200 (GG-25 46.00 KG) 8 - 22 MP.,0
312494DJ,1,CUBIERTA DE BOMBA,0
312494FV,1,CUBIERTA SJA 2X3X13 1/4,0
312494ID,1,CUBIERTA DE BOMBA,0
312502,1,NULL,0
4022703260,1,DIFFUSER,0
4022703330,1,DIFFUSER,0
4022703440,1,DIFFUSER,0
4022703460,1,DIFFUSER,0
4022703490,1,DIFFUSER,0
4022703520,1,DIFFUSER,0
3H19799DB,1,NULL,0
3H20123DB,1,NULL,0
3H20198NC,1,NULL,0
3H20643DB,1,NULL,0
3H20677DB,1,NULL,0
3H20931DB-Q1,1,NULL,0
3H21253DB,1,NULL,0
4024489130,1,ADAPTER FOR COOLING PIPE,0
4024489190,1,GENERAL PART,0
4024489210,1,PIASTRA ADATTAMENTO - AISI 316,0
4024489250,1,GENERAL PART,0
4024489620,1,"RING,CHOKE, MAT. A426 Gr. CPCA15, FPD. C3098, DWG. DAM900532",0
4024489660,1,COKE CRUSHER N.D.E. CW ROTATION,0
3N74311DB,1,NULL,0
3N74426DB,1,NULL,0
3N74452DB,1,NULL,0
3N74485DB,1,NULL,0
3N74490DB,1,NULL,0
3N74528X861,1,NULL,0
3N74551X878,1,NULL,0
407689,1,NULL,0
4076895,1,"BEARING,SLV,BAB 2.375",0
407694,1,NULL,0
4076943,1,COVER,0
4076953,1,IMPELLER WMSN-H 9.500,0
407703-K16,1,NULL,0
400006850,1,RING,0
400006960,1,RING,0
400006990,1,RING,0
400007-SB,1,SELLO BASICO S 1750 5H4A,0
4000070,1,IMPELLER THF 13.000,0
40000712,5,scrapped 2/91 0.6025 EN-JL1040 - EN 1561 (0.6025),0
4022803820,1,"GIRANTE ""A-C"" 2^F. A352-CA6NM/B",0
4022803940,1,IMPELLER,0
4022804650,1,IMPELLER,0
4022804720,1,IMPELLER,0
4022804740,1,IMPELLER,0
4022805340,1,IMPELLER,0
3125039-AUX1,1,PUMP AUXILIARY PARTS,0
312504-M,1,NULL,0
312507,1,NULL,0
312512-BASE,1,NULL,0
312518,1,NULL,0
312519,1,NULL,0
312521DJ,1,CUBIERTA,0
34982379,1,NULL,0
34982455,1,NULL,0
34982549,1,NULL,0
34982701,1,NULL,0
34982851,1,NULL,0
34983337,1,NULL,0
34985447,1,NULL,0
34985669,1,NULL,0
4022703630,1,DIFFUSER,0
4022703760,1,DIFFUSER,0
4022703800,1,DIFFUSER,0
4022704420,1,DIFFUSER,0
4022704450,1,DIFFUSER,0
4022704550,1,DIFFUSER,0
3H21428DB,1,NULL,0
3H21646DB,1,NULL,0
3H21732DB,1,NULL,0
3H21985DB,1,NULL,0
3H22046DB,1,NULL,0
3H22138DB,1,NULL,0
3H22199DB,1,NULL,0
4024489710,1,IMPELLER KEY,0
4024489740,1,GENERAL PART,0
4024489820,1,KEY,0
4024489950,1,GENERAL PART,0
4024489990,1,GENERAL PART,0
4024490200,1,"IMPELLER KEY 1ST STG, MAT. A276 TP. 316L, FPD. D3061, DWG. DAM707983",6700.2
3808016925-S03,1,NULL,0
3808016925-T16,1,NULL,0
3808016925-T18,1,NULL,0
380815,1,NULL,0
380820-BASE,1,NULL,0
3N74604DB,1,NULL,0
3N74792DB-Q1,1,NULL,0
3N74872DB,1,NULL,0
3N74875DB-BKN,1,GLAND 316,0
3N74882DB,1,NULL,0
3N74941DB,1,NULL,0
3N75012DB,1,NULL,0
400007230,1,RING,0
400007560,1,RING,0
40000758,5,gear casing r.p.  EN-JS1025 - EN 1563 (0.7043),0
400007590,1,RING,0
400007610,1,RING,0
40000772,5,rotary piston r.p.  1.4408 - EN 10283,0
4022705090,1,DIFFUSER,0
4022705150,1,DIFFUSER,0
4022705330,1,DIFFUSER,0
4022705490,1,DIFFUSER,0
4022705510,1,DIFFUSER,0
4022705580,1,DIFFUSER,0
4022806040,1,IMPELLER,0
4022806060,1,IMPELLER,0
4022806180-RZ-GQ,1,IMPELLER 1.5HPX12A-2-2 MAT. A487-CA6NM/A FPD C3032 DWG DDM903138 POS 02,2200
4022806390,1,IMPELLER,0
4022806400,1,IMPELLER,0
4022806550,1,IMPELLER,0
312533,1,NULL,0
312535-G,1,NULL,0
312550-G,1,NULL,0
312555-BMDOW,1,"312555 - SELO MEC. P-200 2,500"" (DC 5049100013)",0
312557,1,NULL,0
312566-BASE,1,NULL,0
312569,1,NULL,0
407704,1,NULL,0
407706,1,NULL,0
4077096,1,BUSHING THROAT 2.531,0
4077155,1,"IMPELLER,TC-D 21.000 CSTG",0
4077158,1,"IMPELLER TC 15.125, MAT. ASTM A351 Gr. CF8M, FPD. C3024, PATT. PAT3176HR, DWG. HB-3887",0
407723-G,1,NULL,0
349870-GSV,1,NULL,0
34987519,1,NULL,0
34987700901,1,VISOR FLUXO 3/4NPT VI120R,0
34988000301,1,VISOR NIVEL 1/2 C/C 250,0
34988124,1,NULL,0
34988200200,1,VISOR NIVEL CONAUT 1/2NPT,0
34988300403,1,VISOR VERM TIPO C A-13,0
4024490210,1,"IMPELLER KEY 2ND STG, MAT. A276 TP. 316L, FPD. D3061, DWG. DAM707984",6700.3
4024490440,1,IMPELLER KEY,0
4024490670,1,GENERAL PART,0
4024490730,1,GENERAL PART,0
4024490800,1,GENERAL PART,0
4024490990,1,"CHOKE RING, MAT. A426 GR.CPCA15, FPD C3098, DWG. DAM900829",0
380820-VS,1,NULL,0
380876,1,NULL,0
380876-G,1,NULL,0
38090036-5.1,1,SHIPLOOSE PARTS,0
380915-BASE,1,NULL,0
380920-BASE,1,NULL,0
380941-BASE,1,NULL,0
3H22210DB,1,NULL,0
3H22350DB,1,NULL,0
3H22475DB,1,NULL,0
3H22481DB,1,NULL,0
3H22526DB,1,NULL,0
3H22607DB,1,NULL,0
3H23569DB,1,NULL,0
3N75020ZA,1,NULL,0
3N75021DB-BKN,1,GLAND 316,0
3N75064ZA,1,NULL,0
3N75188DBQA1,1,NULL,0
3N75234NC,1,NULL,0
3N75254NC,1,NULL,0
3N75338DB,1,NULL,0
40000778,5,bearing plate r.p. ZEUGNIS 1.4408 - EN 10283,0
40000785,5,casing r.p. ZEUGNIS EN-JS1025 - EN 1563 (0.7043),0
400007910,1,RING,0
400007950,1,RING,0
40000829,5,scrapped 2/91 2.4686 2.4686,0
40000856,5,clamp r.p.  EN-JS1050 - EN 1563 (0.7050),0
4022705630,1,DIFFUSER,0
4022705650,1,DIFFUSER,0
4022705680,1,DIFFUSER,0
4022705700,1,DIFFUSER,0
4022705770,1,DIFFUSER,0
4022705810,1,DIFFUSER,0
4022806990,1,IMPELLER,0
4022807130,1,IMPELLER,0
4022807510,1,IMPELLER,0
4022807730,1,IMPELLER,0
4022809210,1,IMPELLER,0
4022809450,1,IMPELLER,0
312572-PGSM,1,NULL,0
312577,1,NULL,0
312587,1,NULL,0
312596,1,NULL,0
3126081,1,CAJA DE BOMBA SCE 1.5x2x10M END TOP,0
31262SA,1,CAJA DE BOMBA SCE 2x3x10M Pl.341874,0
31263/2449785,1,CAJA SCE 2x3x13L Pl.341878,0
4024491000,1,GENERAL PART,0
4024491070,1,GENERAL PART,0
4024491150,1,GENERAL PART,0
4024491720,1,GENERAL PART,0
4024491880,1,GENERAL PART,0
4024492010,1,FLANGE FOR HYDROTEST CASING COVER,0
34988300703,1,VISOR VERM TIPO C A-13,0
34988301401,1,VISOR BRANCO S/GRAVACAO,0
34988304,1,NULL,0
